genes,log2FC,AveExpr,EffSize,t,P.Value,adj.P.Val
RPL27A,3.2404626251327375,10.678164070292743,6.697253761301111,10.749487265930563,3.2237656720442895e-05,0.0019594702220116045
SRSF3,4.649890989453258,12.020790715485349,9.739939701293821,13.00198065245913,1.0437078806929927e-05,0.001701243845529578
RPS6,2.243990580886903,13.45873479694807,2.650056057332609,5.114868293779877,0.002026793815829423,0.02359767085572828
RPL35,3.612906769783848,13.217696491852724,2.681476772134728,4.9007679632285885,0.0025191836059971205,0.02555004401800711
HNRNPH2,3.4826019211907324,9.716891886079958,3.056169436310058,4.846442821432514,0.0026647285172154657,0.02555004401800711
RPS9,3.8272020123957056,12.155672108143026,3.5172318949648442,6.152672094179131,0.0007660838909693842,0.01464683695054535
GNL3,2.586555711922962,9.288281787031448,3.2181712501307724,4.4980051102806575,0.0038579970230223685,0.02858425067057482
ILF3,4.082433723373118,12.24871376283399,6.1079246805975655,10.546350226632452,3.6063869116777994e-05,0.0019594702220116045
RPL26,3.6332076273800062,12.394079382899536,3.74937159604219,6.746015520446562,0.00046356027347220583,0.01464683695054535
ADAR,3.248096292156454,11.387070904121952,2.7935388995036616,4.904620510761271,0.0025092076028644817,0.02555004401800711
RPL17,3.308481550471061,14.909315443540388,3.27762294336426,5.867360686981391,0.0009884368494233059,0.01464683695054535
ILF2,2.9093367493318425,13.197674067327346,4.6151010144130336,8.24562041339739,0.00015018050578497171,0.006119855610737597
